Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,Log_TotalIncome,Log_LoanAmount,Normalized_TotalIncome,Normalized_LoanAmount,Income_Per_LoanAmount,Credit_Income_Ratio,ApplicantDependencyRatio,LoanAmount_To_IncomeRatio
1,1,0,0,0,360.0,1.0,1,1,5167.0,8.550241045462437,4.74493212836325,-0.2891956026224695,-0.3652889038613612,899.4014001471058,0.0001934984520123,0.0,0.4968389913695098
1,0,0,0,0,360.0,1.0,2,0,3167.0,8.060855752934316,4.31748811353631,-0.5712327337322961,-0.8060421553281569,595.581961328323,0.0003156565656565,0.0,0.476498934677126
1,1,0,1,0,360.0,1.0,2,0,6033.0,8.705165419719007,5.081404364984463,-0.1670735248519145,0.1415773353254538,992.0405942312987,0.0001657275439177,0.0,0.5235773060251028
0,0,0,1,1,360.0,1.0,1,1,12893.0,9.756378687497916,5.420534999272286,1.416564966329762,0.8578013689589968,2008.088111265076,7.755545214828603e-05,0.0,0.5039367947850838
0,0,0,0,1,360.0,1.0,2,1,3463.0,8.150179269682326,4.812184355372417,-0.5294912383280418,-0.2771382535680021,595.8173017686579,0.0002886836027713,0.0,0.5259114836489411
0,0,0,0,0,360.0,1.0,0,1,5428.0,8.599510233905452,4.912654885736052,-0.2523897570126371,-0.1338934468412934,918.0309192567191,0.0001841959845275,0.0,0.5117609925957018
1,1,0,0,0,360.0,1.0,0,1,5491.0,8.61104776688786,4.941642422609304,-0.2435055873826775,-0.0898181216946139,924.1552435241632,0.0001820830298616,0.0,0.5141627159147342
1,1,3,1,0,480.0,1.0,1,1,2825.0,7.946617563244473,4.553876891600541,-0.6194610831520765,-0.585665529594759,508.6536945520733,0.0003538570417551,0.0010615711252653928,0.5090054268452586
1,1,1,0,1,360.0,1.0,2,0,4022.0,8.299783171949787,4.709530201312334,-0.4506618601828452,-0.4093642290080408,704.4362422455607,0.0002485707183693,0.00024857071836937607,0.5064129038532128
1,1,0,0,0,360.0,1.0,2,1,12893.0,10.221977646629885,6.175867270105761,2.860172021915409,3.66760334705982,1796.7166217958736,7.755545214828603e-05,0.0,0.5503368002127913
0,1,2,0,0,360.0,1.0,2,0,3259.0,8.089482474360754,5.123963979403259,-0.5582590257012441,0.218709154332143,532.1716474755569,0.0003067484662576,0.0006134969325153375,0.563724501791684
0,1,0,0,0,360.0,1.0,2,0,6784.0,8.82246957226897,4.709530201312334,-0.0611685821201746,-0.4093642290080408,1188.18882829286,0.000147383935151,0.0,0.4794649824732867
1,1,1,1,0,360.0,1.0,2,1,4763.0,8.46884293047519,4.859812404361672,-0.3461671031066545,-0.2110252658479827,812.8246556928556,0.0002099076406381,0.00020990764063811922,0.5132424774647502
1,1,2,0,0,360.0,0.0,1,0,4745.0,8.465057436995709,4.890349128221754,-0.3487054372866429,-0.1669499407013031,805.5549674069108,0.0,0.00042140750105351877,0.5166740044394271
1,1,0,0,1,360.0,1.0,2,1,3000.0,8.006700845440367,4.204692619390966,-0.5947828341799666,-0.894192805621516,576.4029154811162,0.0003332222592469,0.0,0.46684048815938933
1,0,0,0,0,360.0,1.0,1,1,8649.0,9.065314599925925,5.0238805208462765,0.2018310426397386,0.0424078537454247,1435.7854492746362,0.0001156069364161,0.0,0.4991280174077469
1,0,0,1,0,180.0,1.0,2,1,2717.0,7.907651594711089,4.110873864173311,-0.6346910882320072,-0.9603057933415354,531.6116328062574,0.0003679175864606,0.0,0.46149917522752454
1,1,1,0,0,360.0,1.0,2,1,10333.0,9.24319470884713,5.802118375377063,0.4393063070342126,2.014778654059336,1519.0855891900308,9.676795045480936e-05,9.676795045480937e-05,0.5664364039048996
1,0,0,0,0,360.0,1.0,2,1,2479.0,7.8160138391590275,4.0943445622221,-0.6682535068340765,-0.9713246246282052,486.61804668325885,0.0004032258064516,0.0,0.46442129480738953
1,1,0,0,0,360.0,1.0,0,1,6525.0,8.783549477153265,5.37989735354046,-0.0976923905988972,0.7586318873789678,1022.7437274330154,0.0001532332209623,0.0,0.5498921803486251
1,1,2,0,1,360.0,1.0,2,1,9613.0,9.170975648453906,5.5909869805108565,0.337772939834675,1.3205922829991323,1458.506901686356,0.0001040149781568,0.00020802995631370917,0.5497001638540688
0,1,1,0,1,360.0,0.0,2,0,11500.0,9.35018926709258,5.659482215759621,0.6038749730367965,1.5299500774458603,1726.860982192478,0.0,8.694896095991653e-05,0.5467998767668332
1,1,0,0,0,360.0,1.0,1,1,6556.0,8.788288460263619,5.093750200806762,-0.0933208150666949,0.1636149978987936,1075.8563748038177,0.0001525087692542,0.0,0.5203923261441743
0,0,0,0,0,360.0,1.0,2,1,6000.0,8.699681400989514,5.056245805348308,-0.1717271375152267,0.0975020101787742,990.7127604862675,0.0001666388935177,0.0,0.5212795757221979
1,1,0,0,0,360.0,1.0,1,1,10833.0,9.290444616217844,5.459585514144159,0.5098155898116693,0.956970850539026,1677.0425867541567,9.23020121838656e-05,0.0,0.5305490401784776
1,1,0,0,0,360.0,1.0,1,1,2974.0,7.99799931797973,3.9318256327243257,-0.5984493168843944,-1.0704941062082345,603.022130439184,0.0003361344537815,0.0,0.43696665156084014
1,0,0,1,0,360.0,1.0,0,1,3833.0,8.251663923605589,4.709530201312334,-0.4773143690727238,-0.4093642290080408,671.3336938158214,0.0002608242044861,0.0,0.5090468309485371
1,1,2,1,0,360.0,1.0,1,1,3917.0,8.273336598504486,4.8283137373023015,-0.4654688095661111,-0.2551005909946623,672.0640268437276,0.0002552322613578,0.0005104645227156713,0.5206662872650353
1,0,0,0,1,360.0,0.0,2,0,12893.0,9.69590972432601,5.262690188904886,1.2737131594226347,0.4941799364988903,2058.6999533908784,0.0,0.0,0.4920282916128023
1,1,2,0,1,360.0,1.0,0,1,12893.0,9.770013301136158,5.993961427306569,1.4499863663662764,2.786096844126228,1843.4473987319654,7.755545214828603e-05,0.00015511090429657206,0.5565416921698927
1,1,2,0,0,360.0,1.0,0,1,4913.0,8.499843553081124,4.836281906951478,-0.3250143182734175,-0.2440817597079924,841.8030654325015,0.0002035002035002,0.000407000407000407,0.5090906897496124
1,1,0,0,1,360.0,1.0,1,1,9560.0,9.165447603085449,5.2574953720277815,0.3302989558602646,0.4831611052122205,1527.7678099028335,0.0001045915699194,0.0,0.5171927078185923
1,1,1,0,0,240.0,1.0,2,1,3988.0,8.291295851905407,3.9318256327243257,-0.4554564914117123,-1.0704941062082345,808.625506453082,0.0002506893958385,0.000250689395838556,0.4231730100293824
1,1,2,0,0,360.0,1.0,2,1,3900.0,8.268988209506656,4.262679877041316,-0.4678661251805446,-0.8501174804748365,741.0673062243307,0.0002563445270443,0.0005126890540886952,0.4598862120322191
1,0,0,1,0,360.0,1.0,0,1,5568.0,8.624970783589669,4.700480365792417,-0.2326471578349492,-0.4203830602947107,976.7597891245432,0.0001795654516071,0.0,0.48836307885802793
1,1,2,0,0,360.0,1.0,1,1,8667.0,9.067393362656247,5.468060141135132,0.204369376819727,0.9790085131123656,1339.9689877464493,0.0001153668666359,0.00023073373327180433,0.5431455734528291
1,1,2,0,0,360.0,0.0,0,0,5050.0,8.527341522468053,5.017279836814924,-0.3056947747923944,0.0313890224587549,839.2496504987333,0.0,0.0003959611958028113,0.5266190809873688
1,1,0,0,0,360.0,1.0,2,1,7083.0,8.865593998902725,4.875197323201151,-0.0190040310192556,-0.1889876032746429,1205.5765296646696,0.0001411631846414,0.0,0.49416156024091223
0,1,2,1,0,360.0,1.0,1,1,3127.0,8.048149101665201,4.59511985013459,-0.5768734763544926,-0.5415902044480795,558.8798960088014,0.0003196930946291,0.0006393861892583121,0.5078519151821795
1,0,0,1,0,360.0,1.0,0,1,4592.0,8.432288684325794,4.844187086458591,-0.3702812778165446,-0.2330629284213225,785.7380217412957,0.0002177226213803,0.0,0.5135749390822262
1,1,1,0,0,360.0,1.0,0,1,4014.0,8.297792626380861,4.68213122712422,-0.4517900087072845,-0.4424207228680504,706.4250788223212,0.0002490660024906,0.00024906600249066,0.5035744950731091
1,1,1,1,0,180.0,1.0,2,1,6608.0,8.796187635470453,4.927253685157205,-0.0859878496578394,-0.1118557842679537,1114.8502073645832,0.0001513088213042,0.00015130882130428205,0.502976654644343
1,1,0,0,0,360.0,1.0,0,0,7710.0,8.95040315983296,5.170483995038151,0.069414609583675,0.3068598046255022,1249.496798986889,0.0001296848657761,0.0,0.519625578178578
1,1,0,1,0,360.0,0.0,1,0,5558.0,8.62317351495347,5.308267697401205,-0.2340573434904984,0.5933494180789194,881.0659703439202,0.0,0.0,0.5516130088637263
1,0,0,0,0,360.0,1.0,2,0,3583.0,8.18423477409482,4.574710978503383,-0.5125690104614522,-0.5636278670214193,642.7239033227713,0.0002790178571428,0.0,0.4981047513514001
1,0,0,0,0,360.0,1.0,0,1,12083.0,9.399637542506564,5.236441962829949,0.686088796755311,0.4390857800655409,1937.4829545462524,8.275405494869249e-05,0.0,0.5035215834616328
1,1,0,0,1,360.0,1.0,2,1,12893.0,9.687878048875998,5.564520407322694,1.255380745900496,1.2434604639924431,1964.042946019014,7.755545214828603e-05,0.0,0.5206384636759485
1,1,1,0,1,360.0,1.0,1,1,2395.0,7.78155595923534,4.836281906951478,-0.6800990663406892,-0.2440817597079924,410.3640019765604,0.0004173622704507,0.00041736227045075126,0.5507317757128545
1,1,1,0,0,360.0,1.0,2,0,3875.0,8.262558973010657,4.219507705176107,-0.4713915893194175,-0.8831739743348461,742.4071806920068,0.0002579979360165,0.00025799793601651185,0.45554449018580645
1,1,1,0,0,360.0,1.0,1,1,3315.0,8.106514516255185,4.574710978503383,-0.550361986030169,-0.5636278670214193,594.6496621588018,0.0003015681544028,0.00030156815440289503,0.5023558651707517
1,0,0,0,0,360.0,1.0,2,1,2833.0,7.949444420250626,4.276666119016055,-0.6183329346276372,-0.8390986491881666,536.8920329809065,0.0003528581510232,0.0,0.4778694540343644
1,1,3,0,0,360.0,0.0,1,0,4680.0,8.45126704130007,4.859812404361672,-0.3578716440477122,-0.2110252658479827,798.660379727601,0.0,0.000640888698995941,0.5141969201722164
1,0,0,0,0,360.0,1.0,0,0,9481.0,9.157150543462064,5.7430031878094825,0.3191584891814265,1.805420859612608,1406.0500545425334,0.0001054629824931,0.0,0.5654147945563461
1,1,0,0,0,360.0,1.0,0,1,2936.12000084,7.9851847886683345,4.477336814478207,-0.6037911000291589,-0.6627973486014483,536.0488318116523,0.0003404695755413,0.0,0.4983021406665782
1,1,2,0,0,360.0,1.0,1,1,7945.0,8.980423936374544,5.351858133476067,0.1025539724890796,0.6925188996589484,1250.815089544842,0.0001258494840171,0.0002516989680342311,0.5362355514749972
1,1,3,0,0,360.0,1.0,1,1,4531.0,8.418918622147897,4.8283137373023015,-0.3788834103153943,-0.2551005909946623,777.4118217076665,0.0002206531332744,0.0006619593998234775,0.5126186912740572
1,1,2,0,0,360.0,1.0,2,0,4550.0,8.423102268016642,4.836281906951478,-0.376204057569851,-0.2440817597079924,779.6059327738412,0.000219731927049,0.00043946385409800046,0.5132366994855305
1,1,2,0,0,360.0,1.0,1,1,5185.0,8.55371796609861,5.049856007249537,-0.2866572684424811,0.0864831788921043,857.0451914536179,0.0001928268414963,0.0003856536829926726,0.5285749511518932
1,1,0,0,0,360.0,1.0,0,0,4915.0,8.500250470685925,4.02535169073515,-0.3247322811423077,-1.015399949774885,978.0410014012359,0.0002034174125305,0.0,0.4237100593458897
0,0,0,0,0,480.0,1.0,0,0,7541.0,8.928242677818302,5.0238805208462765,0.0455824720048946,0.0424078537454247,1251.8508582471998,0.0001325908247149,0.0,0.5060191097132063
1,1,3,0,0,360.0,0.0,1,0,5540.0,8.61993026886735,5.068904202220232,-0.2365956776704868,0.119539672752114,912.8501316552765,0.0,0.0005414185165132648,0.5269169381221559
1,1,3,0,0,180.0,0.0,1,1,12893.0,10.596634733096073,6.398594934535208,4.62276307278627,4.989863101460207,1742.628176576876,0.0,0.00023266635644485808,0.5517630831532545
1,0,2,0,0,360.0,0.0,0,0,3588.0,8.185628891147607,4.709530201312334,-0.5118639176336776,-0.4093642290080408,628.4229828883819,0.0,0.0005572582892170521,0.5127063434764942
1,0,0,0,0,360.0,1.0,1,1,3777.0,8.236950048061455,3.9318256327243257,-0.485211408743799,-1.0704941062082345,765.8421609511762,0.0002646903123345,0.0,0.42566275797382835
1,1,0,0,0,360.0,1.0,1,1,4310.0,8.368925174747135,4.875197323201151,-0.4100485133030302,-0.1889876032746429,733.5923821621807,0.0002319647413593,0.0,0.5203582302420012
1,1,3,0,1,360.0,1.0,1,1,10139.0,9.224243277145174,5.564520407322694,0.4119487053165594,1.2434604639924431,1544.514963909624,9.861932938856015e-05,0.0002958579881656805,0.5442476530034628
1,1,3,0,0,360.0,0.0,0,0,5900.0,8.682877107057168,4.820281565605037,-0.185828994070718,-0.2661194222813322,1013.6966628669752,0.0,0.0005083884087442806,0.497815010178315
1,0,0,0,0,360.0,1.0,1,1,2500.0,7.824445930877619,4.02535169073515,-0.6652921169574233,-1.015399949774885,497.47762024477925,0.0003998400639744,0.0,0.4561591427117301
1,1,2,0,0,360.0,1.0,2,1,12893.0,9.721185995542177,5.62040086571715,1.3323768826934788,1.4087429332924917,1947.4651552845776,7.755545214828603e-05,0.00015511090429657206,0.5242331275713422
1,0,0,0,0,360.0,1.0,1,1,12876.0,9.463198053273784,6.0063531596017325,0.7979165192403572,2.841191000559578,1837.7606304863914,7.765783955890347e-05,0.0,0.5740456339467293
1,1,0,0,0,480.0,1.0,1,1,4758.0,8.46779284112111,5.068904202220232,-0.346872195934429,0.119539672752114,783.9965571147663,0.0002101281781886,0.0,0.5353839366029061
1,1,0,0,0,180.0,1.0,2,1,12893.0,11.056240743970491,6.19644412779452,7.913854355706837,3.7777916599265184,1791.5792537322584,7.755545214828603e-05,0.0,0.5139615456744637
1,1,1,0,1,360.0,1.0,2,1,7787.0,8.960339366492091,5.484796933490655,0.0802730391314033,1.0230838382590453,1200.8086112587632,0.0001284026707755,0.00012840267077555214,0.5506636603108367
1,1,3,1,1,360.0,1.0,1,1,5499.0,8.612503371220562,4.875197323201151,-0.2423774388582383,-0.1889876032746429,935.9685636913763,0.0001818181818181,0.0005454545454545455,0.5071724955433868
0,0,0,0,0,360.0,1.0,0,0,11666.0,9.364519622823858,5.420534999272286,0.627284054918912,0.8578013689589968,1816.982541380468,8.571183680466272e-05,0.0,0.5229895061740872
0,0,0,0,0,360.0,1.0,0,1,5000.0,8.517393171418904,4.890349128221754,-0.31274570307014,-0.1669499407013031,848.8461195014866,0.0001999600079984,0.0,0.5138328363808337
1,1,0,0,0,360.0,0.0,0,0,5754.0,8.657824321155983,4.787491742782046,-0.2064177046417354,-0.3101947474280118,994.2130815436902,0.0,0.0,0.49571120612483993
1,1,1,0,1,360.0,1.0,0,0,10000.0,9.210440366976515,5.049856007249537,0.3923471247044265,0.0864831788921043,1652.9319025142102,9.999000099990002e-05,9.999000099990002e-05,0.4945776896736223
1,1,0,0,1,120.0,1.0,1,1,3459.0,8.14902386805177,3.258096538021482,-0.5300553125902614,-1.3459648883749815,812.3348000952602,0.0002890173410404,0.0,0.35611411501490314
0,0,0,0,0,360.0,0.0,1,0,2138.0,7.668093709082406,4.605170185988092,-0.7163408376883019,-0.5305713731614096,381.4335567088778,0.0,0.0,0.5312783110734955
1,0,0,1,0,360.0,1.0,1,1,5332.0,8.581669210600602,4.718498871295094,-0.2659275393059088,-0.3983453977213709,932.4125299324293,0.0001875117194824,0.0,0.49245061247520644
1,0,0,0,0,360.0,0.0,1,0,2987.0,8.002359546252707,4.48863636973214,-0.5966160755321805,-0.6517785173147784,544.2153203065579,0.0,0.0,0.49860665380784136
1,1,0,0,0,360.0,1.0,0,1,5829.0,8.670772279344538,4.934473933130692,-0.1958413122251169,-0.1008369529812838,982.2269110422985,0.0001715265866209,0.0,0.510246109679375
1,0,0,0,0,360.0,1.0,2,1,5849.0,8.674196940225903,4.836281906951478,-0.1930209409140186,-0.2440817597079924,1002.1791430316918,0.0001709401709401,0.0,0.49991559370079824
1,1,2,0,0,360.0,1.0,1,1,3717.0,8.220941168281389,4.795790545596741,-0.4936725226770938,-0.2991759161413418,641.3275239602872,0.0002689618074233,0.0005379236148466917,0.5200977273440935
1,1,0,1,0,360.0,1.0,0,0,3453.0,8.147288258706624,4.204692619390966,-0.5309014239835909,-0.894192805621516,663.4397557187647,0.0002895193977996,0.0,0.4596654768574535
1,1,2,0,1,360.0,1.0,0,1,12893.0,9.623442907213558,6.175867270105761,1.1135160689522532,3.66760334705982,1796.7166217958736,7.755545214828603e-05,0.00015511090429657206,0.5813432918166489
1,1,0,0,0,180.0,1.0,1,1,6416.0,8.766705997750515,4.04305126783455,-0.1130634142443827,-1.004381118488215,1272.2456424193729,0.0001558360604643,0.0,0.41396262657704175
1,1,3,1,0,180.0,1.0,0,0,3522.0,8.167068178341237,4.406719247264253,-0.5211711429603019,-0.7289103363214676,651.4116673955463,0.000283848992336,0.0008515469770082316,0.48071195299669306
0,0,0,0,0,360.0,1.0,0,1,3692.0,8.214194414852564,4.543294782270004,-0.4971979868159666,-0.596684360881429,666.0298874612815,0.000270782561603,0.0,0.4930756371871822
1,1,2,0,1,360.0,0.0,1,0,2726.0,7.910957382845589,4.672828834461906,-0.6334219211420129,-0.4534395541547203,480.53626850854454,0.0,0.0007334066740007334,0.5243913345896515
1,1,0,0,0,360.0,1.0,1,1,5858.0,8.675734219544788,4.882801922586371,-0.1917517738240244,-0.177968771987973,995.7839949546582,0.0001706775900324,0.0,0.5046440726661559
1,0,0,0,0,360.0,1.0,0,0,6979.0,8.850804195756417,4.219507705176107,-0.0336699618369665,-0.8831739743348461,1337.0992810450364,0.0001432664756446,0.0,0.42834144515772726
1,1,2,0,0,360.0,1.0,1,1,3900.0,8.268988209506656,4.51085950651685,-0.4678661251805446,-0.6297408547414386,707.6935994082352,0.0002563445270443,0.0005126890540886952,0.4866614785301298
0,0,0,0,0,360.0,0.0,1,0,4300.0,8.366602832783736,4.919980925828125,-0.4114586989585793,-0.1228746155546235,726.3536916545872,0.0,0.0,0.5252684472333836
1,1,2,0,0,360.0,0.0,1,0,4400.0,8.38958706681109,4.852030263919617,-0.397356842403088,-0.2220440971346526,751.875810883612,0.0,0.0004544421722335833,0.5167458621337938
1,0,0,0,0,360.0,1.0,2,1,3943.0,8.279950715722526,4.31748811353631,-0.4618023268616834,-0.8060421553281569,741.5155268448303,0.0002535496957403,0.0,0.46524903480590907
1,1,0,1,0,360.0,0.0,2,0,4734.0,8.462737005620179,4.543294782270004,-0.3502566415077469,-0.596684360881429,854.0047365226725,0.0,0.0,0.4801248073968046
1,0,0,0,0,360.0,0.0,0,1,4917.0,8.500657222776137,4.875197323201151,-0.3244502440111978,-0.1889876032746429,836.908061042098,0.0,0.0,0.5131431656658164
1,1,2,0,0,180.0,1.0,2,1,11757.0,9.3722891389622,5.236441962829949,0.6401167443844092,0.4390857800655409,1885.20955860302,8.504847763225038e-05,0.00017009695526450075,0.5048492085666908
1,1,3,0,0,360.0,1.0,1,0,11750.0,9.37169362233394,5.673323267171493,0.6391296144255249,1.5740254025925398,1760.7419166702937,8.509914049868096e-05,0.0002552974214960429,0.5470006610063002
1,1,0,0,0,180.0,1.0,2,1,9323.0,9.140347000155648,4.330733340286331,0.2968775558237502,-0.795023324041487,1748.9150938282032,0.0001072501072501,0.0,0.42707940272851186
1,0,0,1,0,360.0,1.0,2,0,1442.0,7.274479558773871,3.58351893845611,-0.8144897593145216,-1.2357765755082828,314.60544166219074,0.0006930006930006,0.0,0.43308088599437217
1,0,0,0,0,360.0,1.0,1,1,3858.0,8.258163361537619,4.343805421853684,-0.473788904933851,-0.7840044927548171,721.9574246140345,0.0002591344908007,0.0,0.46918651704718395
1,0,0,0,0,360.0,1.0,0,1,4309.0,8.368693183097793,4.983606621708336,-0.4101895318685851,-0.0237051339745945,720.1342388329948,0.0002320185614849,0.0,0.5319425585095837
1,1,2,0,0,360.0,1.0,1,1,8000.0,8.987321812850125,5.303304908059076,0.1103099935945999,0.5823305867922495,1269.175474880109,0.0001249843769528,0.00024996875390576176,0.5310037072436788
1,1,2,0,0,360.0,1.0,0,0,7125.0,8.871505346165781,5.225746673713202,-0.0130812512659492,0.4170481174922011,1144.4410403146808,0.0001403311815885,0.000280662363177098,0.529376877230072
1,1,0,0,0,360.0,1.0,1,1,11333.0,9.335562336729565,5.236441962829949,0.5803248725891259,0.4390857800655409,1817.2220743087544,8.823010411152286e-05,0.0,0.5066431600166704
1,1,0,1,0,360.0,1.0,2,1,3849.0,8.25582842728183,4.564348191467836,-0.4750580720238452,-0.5746466983080891,691.7252241514851,0.0002597402597402,0.0,0.4931323249266682
1,1,0,0,0,360.0,1.0,2,1,4301.0,8.366835309827675,4.77912349311153,-0.4113176803930244,-0.3212135787146816,744.2305057378701,0.000232450023245,0.0,0.5102175211831981
1,1,3,1,0,360.0,0.0,1,0,4755.0,8.467162257810672,4.564348191467836,-0.3472952516310937,-0.5746466983080891,854.5475294466905,0.0,0.0006307821698906644,0.4821242170748813
1,1,2,0,0,360.0,1.0,2,1,4500.0,8.412054873292933,4.736198448394496,-0.3832549858475966,-0.3763077351480311,784.4916873926328,0.0002221728504776,0.00044434570095534326,0.5032055711695478
0,0,1,0,0,360.0,1.0,0,1,3812.0,8.246171559857563,4.727387818712341,-0.480275758949377,-0.387326566434701,665.5739266591227,0.000262260687123,0.00026226068712300026,0.5112805649460788
0,1,0,0,0,360.0,1.0,1,1,6816.0,8.827174771362785,4.61512051684126,-0.0566559880224174,-0.5195525418747398,1213.8653087777866,0.0001466920932961,0.0,0.46962841551267714
1,1,1,0,0,360.0,1.0,1,1,4934.0,8.504107951867582,4.948759890378168,-0.3220529283967643,-0.078799290407944,829.4165659603284,0.0002026342451874,0.00020263424518743666,0.5206969360449788
1,1,0,0,0,360.0,0.0,2,0,2221.0,7.706162970199576,4.110873864173311,-0.7046362967472442,-0.9603057933415354,434.5636497838416,0.0,0.0,0.4721797510848888
1,1,0,0,0,180.0,0.0,0,1,4949.0,8.507142855562735,4.51085950651685,-0.3199376499134406,-0.6297408547414386,898.045031659322,0.0,0.0,0.4744705717635762
1,1,1,0,1,360.0,1.0,1,1,12893.0,9.847869128773116,4.465908118654584,1.6498096737575887,-0.6738161798881181,2358.8029143771214,7.755545214828603e-05,7.755545214828603e-05,0.4116852872799797
1,0,0,0,0,360.0,1.0,1,1,2718.0,7.908019444632471,4.262679877041316,-0.6345500696664522,-0.8501174804748365,516.4669072609566,0.0003677822728944,0.0,0.47852161791247494
1,1,0,0,1,360.0,1.0,1,1,12893.0,10.6896240399389,4.795790545596741,5.172453441319322,-0.2991759161413418,2224.5455384503584,7.755545214828603e-05,0.0,0.41026046083358964
1,0,0,0,0,360.0,1.0,2,1,3013.0,8.01102337918644,3.871201010907891,-0.5929495928277527,-1.103550600068244,618.5332925603166,0.0003317850033178,0.0,0.4296072541382533
